date,id,username,text,retweets,favorites,permalink,mentions,hashtags,geo,emojis,lang,verified,replyCount,quoteCount,source,outlinks
"2019-02-01 22:10:54",1091458897620189185,"Jeff_aber","I'm at @Walmart_br in São Paulo  SP https://t.co/QAIQrB1oeW",0,1,"https://twitter.com/Jeff_aber/status/1091458897620189185","@Walmart_br","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/e86Z0uTXr9R"
"2019-02-01 22:08:35",1091458317069647872,"rabelchior","Detalhes do Teatro Municipal/ SP

.
.
.
.
. 
.

#SãoPaulo #nofilter #sp4you #vejasp #omelhorclick #tvminuto #focolocal #spdavez #photooftheday #aconteceemsp #spdagaroa #porai #sp… https://t.co/yrNmE63JWf",0,0,"https://twitter.com/rabelchior/status/1091458317069647872","","#SãoPaulo #nofilter #sp4you #vejasp #omelhorclick #tvminuto #focolocal #spdavez #photooftheday #aconteceemsp #spdagaroa #porai #sp","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWvolXgzQh/?utm_source=ig_twitter_share&igshid=7vq4tqnvnbxd"
"2019-02-01 22:07:47",1091458116414128129,"carlinhosprud_","Dai o nego chega com flores na mão pura malvadeza pura kkkkk em Largo Do Arouche https://t.co/QWcBIZ6xoa",0,0,"https://twitter.com/carlinhosprud_/status/1091458116414128129","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWvi6yhe8d/?utm_source=ig_twitter_share&igshid=14hrcx3zjjv07"
"2019-02-01 22:04:45",1091457352341979136,"camilatyrrell","É hoje! Estréia! Meeeeerrrdaaaaaa!🙌 @fellipecartier #peçacão em Teatro de Arena Eugênio Kusnet https://t.co/8Sn5R89EYn",1,0,"https://twitter.com/camilatyrrell/status/1091457352341979136","@fellipecartier","#peçacão","","🙌","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWvMsbhczFu-wDn7Llmp5ZbodH1lOk7AAdkpA0/?utm_source=ig_twitter_share&igshid=1b4sxwq8xrrqt"
"2019-02-01 21:59:15",1091455966329991168,"viniTrq","⛪️ em Paróquia Nossa Senhora da Consolação https://t.co/4N9HDnuInr",0,0,"https://twitter.com/viniTrq/status/1091455966329991168","","","","⛪","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWukh9FsYC/?utm_source=ig_twitter_share&igshid=163y9wsw958g6"
"2019-02-01 21:58:11",1091455697089376256,"candicekaysp","Daqui a pouco tem sexta caliente com um grande elenco de shows e de Strippers no bar Queen em Bar Queen https://t.co/ypEHLE7odv",0,0,"https://twitter.com/candicekaysp/status/1091455697089376256","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWucjEH9-K/?utm_source=ig_twitter_share&igshid=ckhoseg0b5rn"
"2019-02-01 21:56:45",1091455338174443521,"GRINGOSRECORDS","Salve Galera amanhã aqui na GRINGOS RECORDS Tarde de Autógrafos com DJ HUM @djhum Lançamento do Vinyl JAZZY BEATS a partir das 15 hrs 

GRINGOS RECORDS 
Rua 24 de maio 116 loja 13… https://t.co/pLciQVU1Ze",0,0,"https://twitter.com/GRINGOSRECORDS/status/1091455338174443521","@djhum","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWtrtyhsvZ/?utm_source=ig_twitter_share&igshid=123nd3mb0qcvt"
"2019-02-01 21:54:54",1091454874250813440,"jonatasteixeira","I'm at Clube de Xadrez de São Paulo in São Paulo  SP https://t.co/1crRfHOaVk",0,0,"https://twitter.com/jonatasteixeira/status/1091454874250813440","","","","","pt","","0","0","<a href='https://www.swarmapp.com' rel='nofollow'>Foursquare Swarm</a>","https://www.swarmapp.com/c/7eWuUf0lPbM"
"2019-02-01 21:54:22",1091454736199380992,"AleSerpa1410","Seria um patinho no céu?🤨rs #belasimagens #top #boanoite #people #lailatov #buonanotte #goodnight #bonnenuit #buenasnoite  #😊#bonanuit #sp #saopaulo #gutenabend #konbanwa #oíchemhaith… https://t.co/XrJUStwNd8",0,0,"https://twitter.com/AleSerpa1410/status/1091454736199380992","","#belasimagens #top #boanoite #people #lailatov #buonanotte #goodnight #bonnenuit #buenasnoite # #bonanuit #sp #saopaulo #gutenabend #konbanwa #oíchemhaith","","🤨 😊","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWuAe_l7Bb/?utm_source=ig_twitter_share&igshid=1p1per4hq3481"
"2019-02-01 21:38:40",1091450788272984065,"belamet","ela é mó gata  e tem uma cara que não vale nada 🤷🏻‍♀️❤️ em Santana (district of São Paulo) https://t.co/VbNUkWW9Ug",0,0,"https://twitter.com/belamet/status/1091450788272984065","","","","🤷 🏻 ♀ ❤","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWsNebFp_N/?utm_source=ig_twitter_share&igshid=bxtfbpth2w1e"
"2019-02-01 21:35:52",1091450082518618115,"Faculdade_HOTEC","Hotec e ITA Cursos celebram parceria para os Cursos de Pós- Graduação na área da Saúde Estética!

 #cursos #estetica #saude #farmaceutico #farmaciaestetica #biomedicina #biomedico… https://t.co/Joka2De7h3",0,0,"https://twitter.com/Faculdade_HOTEC/status/1091450082518618115","","#cursos #estetica #saude #farmaceutico #farmaciaestetica #biomedicina #biomedico","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWr4_ahp6_/?utm_source=ig_twitter_share&igshid=j1ige68uxefa"
"2019-02-01 21:35:11",1091449911269302272,"JoycePais","luz  câmera  ação 
foto por vivian_alves2 em Academia Internacional de Cinema https://t.co/JpCRwytbLz",0,2,"https://twitter.com/JoycePais/status/1091449911269302272","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWm7_0gNr2/?utm_source=ig_twitter_share&igshid=esut0zlssyz4"
"2019-02-01 21:34:45",1091449802322337792,"VILSONPEREIRA","I'm at Kalili in São Paulo  SP https://t.co/aamD0QooVb",0,0,"https://twitter.com/VILSONPEREIRA/status/1091449802322337792","","","","","und","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/cEKsOdQVkQy"
"2019-02-01 21:33:24",1091449461027540992,"vilalbas","Achei minha cerveja predileta! #LulaLivre https://t.co/Kzd5ERaraG",0,12,"https://twitter.com/vilalbas/status/1091449461027540992","","#LulaLivre","","","pt","","2","0","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>",""
"2019-02-01 21:26:13",1091447652892303360,"dinhomartins","Como diria a pensadora contemporânea Pepita: 'Chama  chama  chama a beleza' 🌈💖 em CMTC Clube https://t.co/43ZRhjOSTJ",0,0,"https://twitter.com/dinhomartins/status/1091447652892303360","","","","🌈 💖","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWqyWuhOai/?utm_source=ig_twitter_share&igshid=z5cn3sgliust"
"2019-02-01 21:24:50",1091447305104814080,"RockGaleria","Macunaíma Ópera Tupi - Trans_criação
Em comemoração aos 90 anos completados em 2018 de Macunaíma - O Herói Sem Nenhum Caráter  obra essencial de Mário de Andrade  a Ópera Tupi de Iara… https://t.co/XUGdSW841A",0,0,"https://twitter.com/RockGaleria/status/1091447305104814080","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWqn2QgsLZ/?utm_source=ig_twitter_share&igshid=jpgyjxu9kcd9"
"2019-02-01 21:23:12",1091446893979230208,"Martinssms","Bora curtir um filminho! em Cinemark - Shopping D https://t.co/85gYjGW4DY",0,0,"https://twitter.com/Martinssms/status/1091446893979230208","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWqcXuBd62v3JJQGWrA_TAU2FbaS4zo7eeY2o0/?utm_source=ig_twitter_share&igshid=ifasw9nkqgrz"
"2019-02-01 21:21:05",1091446362124750850,"carlinhosprud_","Sou desses que ama receber parabéns no dia do meu aniversário  fiquei minha vida toda cultivando amigos para que mesmo  para ser amado pronto falei kkkkk borá celebrar em Largo Do Arouche https://t.co/lSUD7L2RO3",0,0,"https://twitter.com/carlinhosprud_/status/1091446362124750850","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWqMxRB47U/?utm_source=ig_twitter_share&igshid=1tr707d6upa7l"
"2019-02-01 21:11:25",1091443927939461128,"rildonedson","I'm at Theatro Municipal de São Paulo in São Paulo  SP https://t.co/YAugZvMWBb",0,0,"https://twitter.com/rildonedson/status/1091443927939461128","","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/dIgAzBDcesV"
"2019-02-01 21:10:09",1091443612364271617,"Cristiane_fmar","E lá vamos nós.. em Sambódromo do Anhembi https://t.co/DtkaAW0i2b",0,0,"https://twitter.com/Cristiane_fmar/status/1091443612364271617","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWo8qBAh0M/?utm_source=ig_twitter_share&igshid=118h11qtva8jw"
"2019-02-01 21:03:31",1091441942918062081,"katysporry","o que é que a bapho tem? tem askov  tem blue pinga  tem corote  tem brejinha  tem vodka com energético e um pt  mas nada sério 
foto do justinalexft 💕 em BAPHO https://t.co/uYXJVQDl52",0,0,"https://twitter.com/katysporry/status/1091441942918062081","","","","💕","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWoMMhB878/?utm_source=ig_twitter_share&igshid=minlo86p8x48"
"2019-02-01 20:58:42",1091440728754909184,"VILSONPEREIRA","Café no início meio e fim 👏👏👏👏😂😋😋😋 em Shopping Pátio Higienópolis https://t.co/GypCYYrro6",0,0,"https://twitter.com/VILSONPEREIRA/status/1091440728754909184","","","","👏 👏 👏 👏 😂 😋 😋 😋","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWno8cjbis/?utm_source=ig_twitter_share&igshid=gzlgo1jfrr7a"
"2019-02-01 20:57:58",1091440543832395776,"Me_NandaCunha","Pequenos prazeres da vida 💚 https://t.co/bFjVupUuxM",0,6,"https://twitter.com/Me_NandaCunha/status/1091440543832395776","","","","💚","pt","","0","0","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>",""
"2019-02-01 20:53:03",1091439305476767745,"Catia_Diniz","@Uber me alivia. 
Já pode parar com 'tarifa MUITO mais alta que o normal'. https://t.co/dbkbCCvpQX",0,0,"https://twitter.com/Catia_Diniz/status/1091439305476767745","@Uber","","","","pt","","0","0","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>",""
"2019-02-01 20:50:40",1091438706320437249,"anacbrodrigues","Qual área da sua vida precisa de +Atitude? Autoconhecimento é o primeiro passo para conquistar mais bem-estar e realização! Faça o teste!

Com o QUIZ de ATITUDE você irá reconhecer em qual… https://t.co/Wnwp8xqhlG",0,0,"https://twitter.com/anacbrodrigues/status/1091438706320437249","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWmt2Vgob_/?utm_source=ig_twitter_share&igshid=adxmzry7xvye"
"2019-02-01 20:43:49",1091436985347203072,"soraiassol","#spescoladeteatro #pracaroosevelt #teatro #artescenicas #teatro🎭 em SP Escola de Teatro https://t.co/LxRJnjMVGr",0,1,"https://twitter.com/soraiassol/status/1091436985347203072","","#spescoladeteatro #pracaroosevelt #teatro #artescenicas #teatro","","🎭","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWl74klUaG/?utm_source=ig_twitter_share&igshid=h1e24f7uwu5a"
"2019-02-01 20:35:46",1091434959167021057,"MarcoBelfort","Que 2019 não seja apenas uma mudança no calendário  mas uma mudança em nossas vidas.                    #escritoriodeadvocacia #advogadofamilia… https://t.co/E8LWvWKqpH",0,0,"https://twitter.com/MarcoBelfort/status/1091434959167021057","","#escritoriodeadvocacia #advogadofamilia","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWlA9Ehjo2VoadRugyO8t2hEwSiSbHDEac2JQ0/?utm_source=ig_twitter_share&igshid=f03yz65xrnvi"
"2019-02-01 20:35:41",1091434938304352256,"ursound_club","Programe-se para nossas Próximas Festas Ursound!!!
.
Club Hotel Cambridge - 2 Pistas!
Rua João Adolfo  126 - Centro - São Paulo - SP

Saiba mais… https://t.co/OyBpwHEGk8",0,0,"https://twitter.com/ursound_club/status/1091434938304352256","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWlAZlATll/?utm_source=ig_twitter_share&igshid=e6ewrjb15nnb"
"2019-02-01 20:33:12",1091434313013514242,"fotoplus","Lucia Loeb  livro Ovo (sd  Dulcineia Catadora)  mostra Cartoneras: releituras latino-americanas  Casa do Povo (SP)  01.02.2019 https://t.co/59hs6xW4TT",0,0,"https://twitter.com/fotoplus/status/1091434313013514242","","","","","pt","","0","0","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>",""
"2019-02-01 20:28:48",1091433205100535809,"RockGaleria","Nelson Triunfo   do Sertão ao Hip-Hop
Nelsão  simplesmente O Pai do Hip-Hop brasileiro. Dançarino  coreógrafo  músico  ator e pioneiro na Cultura Hip-Hop. 
A Biografia apresenta detalhes… https://t.co/GiGdI568ta",0,0,"https://twitter.com/RockGaleria/status/1091433205100535809","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWkNwPAn7g/?utm_source=ig_twitter_share&igshid=1xt01byx5h92v"
"2019-02-01 20:25:31",1091432377514160129,"yaahlopes","Me sinto em casa em qualquer lugar  mas sou turista em todos ♫ @ Farol Santander https://t.co/QmNSVRVu2F",0,0,"https://twitter.com/yaahlopes/status/1091432377514160129","@","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWj10Lgyd2/?utm_source=ig_twitter_share&igshid=mi3q0pn7likf"
"2019-02-01 20:14:43",1091429661907791874,"josemar_brytto","I'm at Terminal Rodoviário Tietê in São Paulo  SP https://t.co/G4iJxcccj0",0,0,"https://twitter.com/josemar_brytto/status/1091429661907791874","","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/7C1DhELkI1f"
"2019-02-01 20:14:19",1091429560741064705,"tahlao","Pode tá fazendo 40° mas um Dry Martini sempre cai bem  esse é lá do bardosarcos 
.
.
.

#drink #cocktail #mixology #instadrink #drinksporn #mixologist #craftcocktails  #craftspirits… https://t.co/SGmYtMe5q4",0,0,"https://twitter.com/tahlao/status/1091429560741064705","","#drink #cocktail #mixology #instadrink #drinksporn #mixologist #craftcocktails #craftspirits","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWijpjl4GR/?utm_source=ig_twitter_share&igshid=5uf4xy8vczk1"
"2019-02-01 19:47:38",1091422843923886080,"1TakeDON","#ViolaDinner 💜🍽🍾 We don’t see color ✊🏿✊🏽✊🏻 all we see is #goodfood 🍴 &amp; #gooddrinks 🍻 

#TheViolaWay 💟 #SmokeViola 🌬#HappyCdayDebby 🎂 #DonovanGoldVisuals  #1TakeDON #Film #Director… https://t.co/pXkdYqmIqM",0,0,"https://twitter.com/1TakeDON/status/1091422843923886080","","#ViolaDinner #goodfood #gooddrinks #TheViolaWay #SmokeViola #HappyCdayDebby #DonovanGoldVisuals #1TakeDON #Film #Director","","💜 🍽 🍾 ✊ 🏿 ✊ 🏽 ✊ 🏻 🍴 🍻 💟 🌬 🎂","en","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWfgOWATeW/?utm_source=ig_twitter_share&igshid=11t89g60d81a3"
"2019-02-01 19:45:18",1091422257048506368,"ddribeiros","Acabou de publicar uma foto em Pinacoteca de São Paulo https://t.co/B5ltxMpPqY",0,0,"https://twitter.com/ddribeiros/status/1091422257048506368","","","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWfPTjhCki/?utm_source=ig_twitter_share&igshid=1n9hld32gwyt1"
"2019-02-01 19:38:08",1091420453195915264,"CesarFilho","Em nome de toda a equipe do @pgmhojeemdia  o nosso maior e melhor #MuitoObrigado!!!  Você faz a diferença!!! #HojeEmDia #quartetofantastico #AnaHickmann #CesarFilho #RenataAlves… https://t.co/UhUjeHtLKl",0,14,"https://twitter.com/CesarFilho/status/1091420453195915264","@pgmhojeemdia","#MuitoObrigado #HojeEmDia #quartetofantastico #AnaHickmann #CesarFilho #RenataAlves","","","pt","","3","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWeazthS5o/?utm_source=ig_twitter_share&igshid=uvw1nvv83f4v"
"2019-02-01 19:29:18",1091418229384380417,"rabelchior","Por aí em SP
.
.
.
.
. 
.

#SãoPaulo #nofilter #sp4you #vejasp #omelhorclick #tvminuto #focolocal #spdavez #photooftheday #aconteceemsp #spdagaroa #porai #sp #achadosdasemana… https://t.co/fZWpNiYc8W",0,0,"https://twitter.com/rabelchior/status/1091418229384380417","","#SãoPaulo #nofilter #sp4you #vejasp #omelhorclick #tvminuto #focolocal #spdavez #photooftheday #aconteceemsp #spdagaroa #porai #sp #achadosdasemana","","","pt","","0","0","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","https://www.instagram.com/p/BtWdaBMAbxn/?utm_source=ig_twitter_share&igshid=1hy8dmj133tt8"
"2019-02-01 19:19:58",1091415883979898880,"TalkToRodrigo","I'm at Armarinhos Fernando in São Paulo  SP https://t.co/ls5xYtnlUz",0,0,"https://twitter.com/TalkToRodrigo/status/1091415883979898880","","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/cZJgW1zBy9J"
"2019-02-01 19:19:21",1091415727830126593,"TalkToRodrigo","sucursal do inferno (@ Rua 25 de Março in São Paulo  SP) https://t.co/vdJAE63v0B",0,0,"https://twitter.com/TalkToRodrigo/status/1091415727830126593","@","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/bMNCiLEOOji"
"2019-02-01 19:18:13",1091415440524541952,"Jeff_aber","I'm at Terminal Rodoviário Barra Funda in São Paulo  SP https://t.co/cZcqIjds41",0,0,"https://twitter.com/Jeff_aber/status/1091415440524541952","","","","","pt","","0","0","<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>","https://www.swarmapp.com/c/307GvyrRDpE"
