SEQ,LONG,LAT,LOCAL_ED,LOCALIZACA,REFERENCIA,DATA,MES,H_INICIO,H_FIM,DURACAO,DUR_H,id_estacao,codestacao,latitude,longitude,nome,id_municip,rede,tipoestaca,geocodigo,cidade,xcoord,ycoord
128.00000,-46.64115,-23.53824,AV RIO BRANCO,AV RIO BRANCO,R DOS GUSMOES-BAIRROCENTRO-SE,2019/01/24,1.00000,16:45:00,18:19:00,01:34:00,1.57000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
133.00000,-46.62856,-23.55720,R TEIXEIRA LEITE,R TEIXEIRA LEITE,R S PAULO-CENTROBAIRRO-SE,2019/01/24,1.00000,17:06:00,17:42:00,00:36:00,0.60000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
136.00000,-46.62756,-23.54909,AV DO ESTADO,AV DO ESTADO,VD VINTE E CINCO DE MARCO-SANTANAIPIRANGA-SE,2019/01/25,1.00000,00:55:00,01:16:00,00:21:00,0.35000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
137.00000,-46.64497,-23.53303,AV RIO BRANCO,AV RIO BRANCO,AV RUDGE-BAIRROCENTRO-PI,2019/01/25,1.00000,17:01:00,20:22:00,03:21:00,3.35000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
148.00000,-46.62756,-23.54909,AV DO ESTADO,AV DO ESTADO,VD VINTE E CINCO DE MARCO-SANTANAIPIRANGA-SE,2019/01/25,1.00000,22:54:00,22:30:00,23:36:00,23.60000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
165.00000,-46.64996,-23.53704,AV S JOAO,AV S JOAO,ALTURA DO NUMERO 1821-BAIRROCENTRO-SE,2019/01/29,1.00000,19:15:00,19:16:00,00:01:00,0.02000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
166.00000,-46.62947,-23.54036,R DA CANTAREIRA,R DA CANTAREIRA,AV MERCURIO-AMBOS-SE,2019/01/30,1.00000,16:59:00,18:00:00,01:01:00,1.02000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
175.00000,-46.64164,-23.53795,AV RIO BRANCO,AV RIO BRANCO,ALTURA DO NUMERO 621-BAIRROCENTRO-SE,2019/01/30,1.00000,17:16:00,18:41:00,01:25:00,1.42000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
179.00000,-46.64249,-23.53660,AV RIO BRANCO,AV RIO BRANCO,AV DUQ DE CAXIAS-AMBOS-SE,2019/01/30,1.00000,17:19:00,19:05:00,01:46:00,1.77000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
189.00000,-46.63638,-23.53978,AV IPIRANGA,AV IPIRANGA,AV CASPER LIBERO-CENTROBAIRRO-SE,2019/01/30,1.00000,18:14:00,18:54:00,00:40:00,0.67000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
230.00000,-46.64168,-23.53753,AV RIO BRANCO,AV RIO BRANCO,R GAL OSORIO-BAIRROCENTRO-SE,2019/02/04,2.00000,08:08:00,13:30:00,05:22:00,5.37000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
260.00000,-46.62826,-23.55452,R GLICERIO,R GLICERIO,ALTURA DO NUMERO 221-UNICO - NAO INFORMADA-SE,2019/02/06,2.00000,16:01:00,16:48:00,00:47:00,0.78000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
268.00000,-46.62704,-23.54312,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO - ESQUERDA-SE,2019/02/06,2.00000,18:36:00,21:50:00,03:14:00,3.23000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
289.00000,-46.63891,-23.54981,PC DA BANDEIRA,PC DA BANDEIRA REPUBLICA,PQ ANHANGABAU-BAIRROCENTRO - LOCAL-SE,2019/02/15,2.00000,21:36:00,22:04:00,00:28:00,0.47000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
293.00000,-46.64046,-23.54909,PC DA BANDEIRA,PC DA BANDEIRA,AV NOVE DE JULHO-CENTROBAIRRO-SE,2019/02/15,2.00000,21:43:00,22:02:00,00:19:00,0.32000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
318.00000,-46.62856,-23.55720,R TEIXEIRA LEITE,R TEIXEIRA LEITE,R S PAULO-UNICO-SE,2019/02/16,2.00000,19:08:00,21:33:00,02:25:00,2.42000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
324.00000,-46.62947,-23.54036,AV MERCURIO,AV MERCURIO,R DA CANTAREIRA-UNICO-SE,2019/02/16,2.00000,19:37:00,00:00:00,04:23:00,4.38000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
339.00000,-46.64951,-23.55567,PCA 14 BIS,PRA├çA 14 BIS,AV NOVE DE JULHO-AMBOS-SE,2019/02/20,2.00000,19:50:00,20:50:00,01:00:00,1.00000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
372.00000,-46.63891,-23.54979,PC DA BANDEIRA,PC DA BANDEIRA (REPUBLICA),PQ ANHANGABAU - BAIRRO/CENTRO,2019/02/21,2.00000,18:55:00,20:02:00,01:07:00,1.12000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
374.00000,-46.63882,-23.54827,AV VINTE E TRES DE MAIO,AV VINTE E TRES DE MAIO,AV NOVE DE JULHO - SANTANA/AEROPORTO,2019/02/21,2.00000,18:57:00,19:44:00,00:47:00,0.78000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
384.00000,-46.62485,-23.53357,AV DO ESTADO,AV DO ESTADO (BOM RETIRO),ALTURA DO N├ÜMERO 2023 - SANTANA/IPIRANGA,2019/02/21,2.00000,19:22:00,22:37:00,03:15:00,3.25000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
392.00000,-46.62856,-23.55720,R SAO PAULO,R S PAULO (LIBERDADE),R TEIXEIRA LEITE - UNICO,2019/02/21,2.00000,19:34:00,19:53:00,00:19:00,0.32000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
393.00000,-46.62550,-23.53416,R JOAO TEODORO,R JOAO TEODORO (BOM RETIRO),AV DO ESTADO - BAIRRO/CENTRO,2019/02/21,2.00000,19:35:00,22:36:00,03:01:00,3.02000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
395.00000,-46.62947,-23.54036,AV MERCURIO,AV MERCURIO (SE),R DA CANTAREIRA - AMBOS,2019/02/21,2.00000,19:37:00,21:03:00,01:26:00,1.43000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
398.00000,-46.62755,-23.53925,AV DO ESTADO,AV DO ESTADO (BOM RETIRO),R PAULA SOUSA - AMBOS,2019/02/21,2.00000,19:48:00,22:36:00,02:48:00,2.80000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
399.00000,-46.62821,-23.54135,AV DO ESTADO,AV DO. ESTADO,AV MERCURIO - SANTANA/IPIRANGA,2019/02/21,2.00000,20:09:00,21:02:00,00:53:00,0.88000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
403.00000,-46.62756,-23.54909,AV DO ESTADO,AV DO. ESTADO,VD VINTE E CINCO DE MARCO - SANTANA/IPIRANGA - N├âO INFORMADA,2019/02/21,2.00000,21:13:00,23:50:00,02:37:00,2.62000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
418.00000,-46.64249,-23.53660,AV RIO BRANCO,AV. RIO BRANCO (REPUBLICA),AV DUQ DE CAXIAS - BAIRRO/CENTRO,2019/02/24,2.00000,18:15:00,20:00:00,01:45:00,1.75000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
423.00000,-46.64988,-23.53705,AV S JOAO,AV S JOAO,AL GLETE-BAIRROCENTRO-SE,2019/02/26,2.00000,01:44:00,03:44:00,02:00:00,2.00000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
426.00000,-46.64605,-23.54991,AV NOVE DE JULHO,AV NOVE DE JULHO,R MARTINHO PRADO-BAIRROCENTRO-SE,2019/02/26,2.00000,02:49:00,03:02:00,00:13:00,0.22000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
450.00000,-46.64249,-23.53660,AV RIO BRANCO,AV RIO BRANCO,AV DUQ DE CAXIAS-BAIRROCENTRO-SE,2019/02/26,2.00000,07:14:00,16:57:00,09:43:00,9.72000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
455.00000,-46.62704,-23.54312,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO-SE,2019/02/26,2.00000,07:51:00,17:05:00,09:14:00,9.23000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
459.00000,-46.64456,-23.54943,PC DESEM MARIO PIRES,PC DESEM MARIO PIRES,R MARTINS FONTES-CENTROBAIRRO-SE,2019/02/26,2.00000,08:29:00,17:02:00,08:33:00,8.55000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
469.00000,-46.64988,-23.53705,AV S JOAO,AV S JOAO,AL GLETE-BAIRROCENTRO-SE,2019/02/28,2.00000,02:10:00,02:18:00,00:08:00,0.13000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
484.00000,-46.63913,-23.55936,AV VINTE E TRES DE MAIO,AV VINTE E TRES DE MAIO LIBERDADE,VD GAL EUCLIDES DE FIGUEIREDO-SANTANAAEROPORTO - UNICA-MG,2019/03/02,3.00000,19:05:00,19:47:00,00:42:00,0.70000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
486.00000,-46.64249,-23.53660,AV RIO BRANCO,AV RIO BRANCO REPUBLICA,AV DUQ DE CAXIAS-BAIRROCENTRO - UNICA-SE,2019/03/02,3.00000,19:13:00,19:23:00,00:10:00,0.17000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
494.00000,-46.63811,-23.54732,TN PAPA JOAO PAULO II,TN PAPA JOAO PAULO II (REPUBLICA),ALTURA DO N├ÜMERO 0 - SANTANA/AEROPORTO,2019/03/02,3.00000,19:29:00,20:42:00,01:13:00,1.22000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
496.00000,-46.63824,-23.55033,AV VINTE E TRES DE MAIO,AV VINTE E TRES DE MAIO,PC DA BANDEIRA - SANTANA/AEROPORTO,2019/03/02,3.00000,19:43:00,19:55:00,00:12:00,0.20000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
515.00000,-46.64177,-23.53758,AV RIO BRANCO,AV RIO BRANCO,R GAL OSORIO - BAIRRO/CENTRO - ├ÜNICA,2019/03/02,3.00000,20:28:00,20:43:00,00:15:00,0.25000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
536.00000,-46.63219,-23.54198,R VINTE E CINCO DE MARCO,R VINTE E CINCO DE MARCO,R HERCULES FLORENCE-UNICO-SE,2019/03/05,3.00000,18:12:00,21:09:00,02:57:00,2.95000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
539.00000,-46.62815,-23.54028,AV DO ESTADO,AV DO ESTADO,ALTURA DO NUMERO 2950-SANTANAIPIRANGA-SE,2019/03/05,3.00000,18:20:00,21:16:00,02:56:00,2.93000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
540.00000,-46.62947,-23.54036,AV MERCURIO,AV MERCURIO,R DA CANTAREIRA-UNICO - DIREITA-SE,2019/03/05,3.00000,18:24:00,21:17:00,02:53:00,2.88000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
541.00000,-46.63074,-23.53993,AV SEN QUEIROS,AV SEN QUEIROS,R BR DE DUPRAT-UNICO - DIREITA-SE,2019/03/05,3.00000,18:24:00,21:16:00,02:52:00,2.87000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
543.00000,-46.62856,-23.55717,R TEIXEIRA LEITE,R TEIXEIRA LEITE LIBERDADE,R S PAULO-UNICO-SE,2019/03/05,3.00000,18:37:00,20:33:00,01:56:00,1.93000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
575.00000,-46.64115,-23.53824,AV RIO BRANCO,AV RIO BRANCO,R DOS GUSMOES-CENTROBAIRRO-SE,2019/03/07,3.00000,16:48:00,19:21:00,02:33:00,2.55000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
576.00000,-46.62704,-23.54312,AV MERCURIO,AV MERCURIO,PC S VITO-UNICO - ESQUERDA-SE,2019/03/07,3.00000,17:34:00,17:58:00,00:24:00,0.40000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
577.00000,-46.62947,-23.54036,AV MERCURIO,AV MERCURIO,R DA CANTAREIRA-UNICO - ESQUERDA-SE,2019/03/07,3.00000,17:38:00,19:23:00,01:45:00,1.75000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
578.00000,-46.64259,-23.54206,PC DA REPUBLICA,PC DA REPUBLICA,ALTURA DO NUMERO 497-UNICO-SE,2019/03/07,3.00000,17:42:00,19:41:00,01:59:00,1.98000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
579.00000,-46.64167,-23.53791,AV RIO BRANCO,AV RIO BRANCO,ALTURA DO NUMERO 625-BAIRROCENTRO-SE,2019/03/07,3.00000,17:58:00,19:21:00,01:23:00,1.38000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
580.00000,-46.64084,-23.53828,AV RIO BRANCO,AV RIO BRANCO,ALTURA DO NUMERO 530-BAIRROCENTRO-SE,2019/03/07,3.00000,18:02:00,19:22:00,01:20:00,1.33000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
604.00000,-46.63891,-23.54979,PQ ANHANGABAU,PQ ANHANGABAU (REPUBLICA),PC DA BANDEIRA - SANTANA/AEROPORTO - ├ÜNICA,2019/03/10,3.00000,21:53:00,00:19:00,23/01/1900 02:26:00,2.43000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
605.00000,-46.62762,-23.55553,VD LESTE-OESTE,VD LESTE-OESTE,AV RADIAL LESTE-OESTE - LAPA/PENHA - ├ÜNICA,2019/03/10,3.00000,21:58:00,01:34:00,23/01/1900 03:36:00,3.60000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
641.00000,-46.62646,-23.53036,R TIBIRICA,R TIBIRICA BOM RETIRO,AV DO ESTADO-UNICO-SE,2019/03/11,3.00000,04:45:00,08:44:00,03:59:00,3.98000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
670.00000,-46.64988,-23.53705,AV S JOAO,AV S JOAO,AL GLETE-BAIRROCENTRO-PI,2019/03/11,3.00000,08:30:00,14:09:00,05:39:00,5.65000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
674.00000,-46.62408,-23.55482,AV DO ESTADO,AV DO ESTADO BOM RETIRO,R WANDENKOLK-IPIRANGASANTANA - LOCAL-SE,2019/03/11,3.00000,08:42:00,11:26:00,02:44:00,2.73000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
699.00000,-46.64996,-23.53704,AV S JOAO,AV S JOAO,ALTURA DO NUMERO 1821-BAIRROCENTRO-SE,2019/03/17,3.00000,14:37:00,14:41:00,00:04:00,0.07000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
715.00000,-46.63881,-23.54941,AV VINTE E TRES DE MAIO,AV. VINTE E TRES DE MAIO (LIBERDADE),PC DA BANDEIRA - SANTANA/AEROPORTO,2019/03/19,3.00000,18:07:00,18:56:00,00:49:00,0.82000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
720.00000,-46.64988,-23.53705,AV SAO JOAO,AV. S. JOAO,AL GLETE - BAIRRO/CENTRO,2019/03/20,3.00000,07:44:00,07:59:00,00:15:00,0.25000,3179,355030833A,-23.54331,-46.63599,AC Central de SP,2692,CEMADEN,Pluviométrica,3550308,SÃO PAULO,-46.63599,-23.54331
